"id","key","question","category","type","approval"
60,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 11pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: Lesser known works by this man include a modernized version of Apuleius' </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">The Golden Ass</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> and what is generally considered the second most famous work titled </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">The Art of War</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">. This thinker cited Rome's ability to switch between the strategies of Fabius and Scipio during the Second Punic War as an example of the superiority of republic to monarchy. That book </span><span style=""font-family: Arial; font-size: 16.6667px; font-weight: bold; white-space: pre-wrap;"">(*) </span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">also uses the term </span><span style=""font-size: 12.5pt; font-family: Arial; font-style: italic; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">virtu</span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;""> </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">to describe a leader's ability to adapt to different circumstances. A </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">mirror for leaders</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> by this man argues solid laws and a strong military are the two essential components of a successful state, and it instructs readers to be like both a lion and a fox. For 10 points, name this thinker, who advised rulers that ""it is better to be feared than loved"" in </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: italic; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">The Prince</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">.</span></p>
<p><span id=""docs-internal-guid-b9c55156-7fff-4e66-3832-d92ca1870531""><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER</span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">: </span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Niccol&ograve;</span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;""> Machiavelli</span></span></p>",12,"T",0
61,"8f126f","<p>This play has been featured several times on television several times including a 1968 production starring George Scott. The 2016 Broadway revival of this play stars Ben Wishaw and Sophie Okendo. This play opens with the character Betty Harris lying motionless on the ground. &nbsp;This play also includes characters such as John Proctor and Francis Nurse. For 10 points name this play which takes place during the salem witch trials, is an allegory for the red scare, and is written by arthur miller.</p>",9,"T",0
62,"8f126f","<p><strong>QUESTION: A character in this play believes that the cows wandering the highroads are to blame for the sorrow of one character, who later discovers a needle in Mary Warren""s poppet doll while serving as clerk of the court; that character is Ezekiel Cheever. In one scene of this play, Ezekiel Cheever finds a doll which was a gift from Mary Warren, and Giles Corey dies asking for (*)</strong> ""more weight."" Near the end of Act I, a minor character named Ann is asked whether or not it is natural for a woman to lose seven children on the first day after childbirth.Abigail Williams instigates the main events of this play after accusing the slave Tituba of helping her and others to cavort with the Devil. In this play, a man is berated for suggesting other people ""think to go like saints,"" after which he says, ""I speak my own sins; I cannot judge another,"" then angrily cries out, ""I have no tongue for it."" For 10 points, name this play by Arthur Miller aboutthe Salem witch trials.</p>
<p>ANSWER: <strong>The Crucible</strong></p>",9,"T",0
63,"8f126f","<p>QUESTION: In this play, one character imagines the plays of William Shakespeare and the Sentinel newspaper being placed beneath a new bank. A mail-boy in this play who claims that his knee knows when it""s going to rain eventually dies after going to war.One character in this play laments, ""Do any human beings ever realize life while they live it?"",Beginning on May 7th, 1901, this work takes place in Grover's Corners, New Hampshire and is narrated by a Stage Manager.This play is narrated by the Stage Manager and is set in Grover's Corners. For 10 points, name this play set in Grover's Corners, New Hampshire and written by Thornton Wilder. ANSWER: Our Town</p>",9,"T",0
64,"8f126f","<p>QUESTION: This structure's bare area is the only part of it not covered by visceral peritoneum. This organ is the main site of red blood cell production before the bone marrow takes over, and gluconeogenesis takes place primarily in this organ.The Child-Pugh scale is used to evaluate damage to this organ, which can also occur when veins leading to it are occluded in Budd-Chiari syndrome.The Cori cycle involves lactic acid moving to this organ.Lactic acid is moved to this organ for (*) the gluconeogenesis portion of the Cori cycle.Thisorgan is the main site of synthesis of transferrin, which has very high affi""nity for iron-III.Blood is carried away from this organ by the hepatic vein. Gluconeogenesis takes place in, for 10 points, what organ whose failure can lead to jaundice and can be caused by hepatitis? ANSWER: liver</p>",1,"T",0
65,"8f126f","<p>QUESTION: These phenomena can be classified as L or P, the latter signifying a plateau in their decay rate due to the opacity of the ionized outer layer. They are believed to occur from the rapid and violent collapse of a tightly bound iron core and in their aftermath they can compress to form an extremely dense (*) neutron star.Another type of these phenomena lack hydrogen lines and generally occur above the Chandrasekhar limit.One of these phenomena was observed in China in (*) 1054 and created M1.The abundance of the heavy elements can be explained by their nuclear synthesis during these phenomena, and the Crab Nebula was formed by one of these phenomena.When the Chandrasekhar limit is reached by a white dwarf accreting matter from a nearby star, the Type Ia kind of these events occurs. For 10 points, name these stellar explosions. ANSWER: supernova</p>",5,"T",0
66,"8f126f","<p><strong>QUESTION: The final movement of this composer's Piano Quintet begins in cut time with the cello playing a low F, then jumping up an octave, which is then imitated by the violin and piano; that quintet in F minor was first composed as a string quintet with two cellos. A Ballade (""buh-LAHD""), a Romanze (""roh-MAHN-tzuh""), a popular Intermezzo in A major, and three other intermezzi (""in-ter-MET-see"") comprise this composer's</strong> Six Pieces for Piano, Opus 118.His opus 24 was praised for using uniquely non-Baroque-styled syncopations, and he also composed a series of 21 folk tunes for piano with four hands before rearranging them for solo piano.This composer of several intermezzi for piano wrote a fourth symphony ending with an E-minor passacaglia.Antoni Chorale"" that this composer used as the basis of his Variations on a Theme by (*) Haydn.This composer'sstormy C-minor first symphony rips off ""Ode to Joy,"" which is part of the reason B&uuml;low nicknamed it""Beethoven's Tenth. For 10 points, name this composer of the Academic Festival Overture and a certain lullaby. <strong>ANSWER: Johannes Brahms</strong></p>",14,"T",0
67,"8f126f","<p>QUESTION: <strong>A Knoxville-based corporation that mostly makes this food began doing so after the TVA flooded most of its farms. Exorcists in the Roman Lemuria festival walked backwards barefoot at night and threw these objects over their shoulder.The town of Salugia (""sah-LOO-jah"") in Italy provides an alternate name for this food""s ""borlotti"" variety.A type of Korean popsicle is prepared with this food""s (*) adzuki variety.Fuku wa uchi!"" and throw these dried objects at a masked ogre to purify a household in (*)</strong> mamemaki (""ma-meh-ma-kee"") on the spring festival Setsubun (""SET-soo-boon"").An elaborate figurine called ""la""f""ve"" may replace one of these objects hidden inside king cakes eaten around Epiphany or Mardi Gras. Pinto gallo (""PEEN-toh GAH-yo"") is a ubiquitous Latin dish consisting of rice and, for 10 points, what food that comes in fava, black, and kidney varieties?</p>
<p>ANSWER: <strong>beans</strong></p>",28,"T",0
68,"8f126f","<p>QUESTION: <strong>One assassination attempt on this man""s life occurred when a rickshaw-puller leapt on him while wielding a knife. During World War II, the envoys Lord Wavell and Stafford Cripps failed to reconcile his party with the rival party, founded by Aga Khan III. This leader signed the Panchsheel Treaty with a northern neighbor guaranteeing his Five Principles of Peaceful Coexistence. The former speech by this man came just months after he agreed to the 1947 partition with Muhammad Ali Jinnah, and is known as the (*)</strong> ""Tryst [""Trisst""] with Destiny"" speech. He ordered the occupation of the Portuguese colony of Goa, and he was sometimes called Pandit. For 10 points, name this father of Indira Gandhi, the first Prime Minister of India.</p>
<p>ANSWER: Jawaharlal <strong>Nehru</strong></p>",25,"T",0
69,"8f126f","<p>QUESTION: <strong>This man gave a speech in order to allow Myles Cooper to escape from an angry mob. This man advocated for the promotion of a factory system in his Report on the Subject of Manufactures. He was reportedly denied admission to Princeton because he insisted on graduating within three years, and he later ordered cannons to fire at enemy soldiers in Nassau Hall. This man advocated for the use of a sinking fund (*)&nbsp;</strong> and the assumption of state debts in his ""Report on Public Credit."" Killed by the third vice president, he was the main author of the Federalist papers. For 10 points, name this Founding Father who rebuilt the American economy as the first Secretary of the Treasury, the title character of a viral musical by Lin Manuel Miranda.</p>
<p>ANSWER: Alexander <strong>Hamilton</strong></p>",22,"T",0
70,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">For ten points, answer these questions about Asia&rsquo;s lesser know statistics:</span></p>
<p><strong id=""docs-internal-guid-2501d730-7fff-5c12-1f9e-6ba7dd4001fa"" style=""font-weight: normal;"">&nbsp;</strong></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""><strong>[10] </strong>This country has the fourth largest population on earth.</span></p>
<p><br /><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Answer: </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Indonesia</span></p>
<p>&nbsp;</p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""><strong style=""font-size: 16.6667px;"">[10] </strong>This country has the third largest GDP on earth.&nbsp;</span></p>
<p><span>&nbsp;</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""><strong style=""font-size: 16.6667px;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Answer: </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Japan [</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">accept <strong>Nippon</strong></span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">]</span></strong></span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;</p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;</p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""><strong style=""font-size: 16.6667px;"">[10] </strong>This is the most populous democracy on earth.</span></p>
<p><strong style=""font-weight: normal;"">&nbsp;</strong></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Answer: </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">India</span><span style=""font-size: 12.5pt; font-family: Arial; color: #000000; background-color: transparent; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""> [accpet <strong>Bharat</strong></span><span style=""font-size: 12.5pt; font-family: Arial; color: #000000; background-color: transparent; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">]</span></p>",26,"B",0
71,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">For ten points, answer these questions about prions:</span></p>
<p><strong id=""docs-internal-guid-ab94bcbd-7fff-fb0b-a7d3-50711bb4195b"" style=""font-weight: normal;"">&nbsp;</strong></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">[10] </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">This fatal neurodegenerative disease is caused by prions. It is spread by cattle that are fed the remains of other cattle, often in the form of meat and bone meal.</span></p>
<p><strong style=""font-weight: normal;"">&nbsp;</strong></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Answer: </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Mad Cow </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Disease </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">[</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">accept </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">MCD</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">, </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">BSE</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">, or </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Bovine Spongiform Encephalopathy]</span></p>
<p><strong style=""font-weight: normal;"">&nbsp;</strong></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">[10]&nbsp; </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">This other Transmissible Spongiform Encephalopathy affects members of the deer family. It was first observed in the 1970s, and rapidly spread across North America. Luckily, there is little evidence of zoonotic spread.</span></p>
<p><strong style=""font-weight: normal;"">&nbsp;</strong></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Answer: </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Chronic Wasting Disease [</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">accept </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">CWD</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">, prompt on </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Zombie Deer Disease]</span></p>
<p><strong style=""font-weight: normal;"">&nbsp;</strong></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">[10] </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Some speculate this common neurodegenerative disease has a prion-like causation mechanism. A hyper-phosphorylated version of the Tau protein, it is theorized, interferes with brain function and leads to the symptoms of this disease.</span></p>
<p><br /><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Answer: </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Alzheimer's </span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Disease</span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;""> [</span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">prompt on dementia</span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">]</span></p>",1,"B",0
72,"8f126f","<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: The largest minority religion of this country is the Bahai faith. They should watch out, as this country&rsquo;s prime minister, James Marape, pledged to make it &ldquo;the richest black Christian nation on planet earth.&rdquo; The nut tree Canarium Indicum was domesticated by this country's highland farmers, who were notably studied by Jared Diamond. The Fore people of this country contracted the disease (*) </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Kuru as a result of endocannibalism. The Bismarck Range in this island contains Mount Wilhelm, the tallest in Oceania. Of the over eight hundred languages spoken by this country's residents, the English-derived creole known as Tok Pisin is the most widely spoken. The Torres Strait separates this nation from Australia. For 10 points, name this nation with capital at Port Moresby, which shares the second largest island in the world with Indonesia.</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;</p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span id=""docs-internal-guid-07bdbd83-7fff-e7cd-7144-f31855878ebe""><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">Papua</span><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;""> </span><span style=""font-size: 12.5pt; font-family: Arial; font-weight: bold; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">New Guinea</span></span></p>",26,"T",0
73,"8f126f","<p><span id=""docs-internal-guid-04a66c4e-7fff-ca58-6264-44001a02bdb4""></span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: bold; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;"">Question: The forgein policy of this American presidential administration was formulated by the ""Vulcans'', a group of advisors including Paul Wolfowitz and Scooter Libby. During this presidential administration, Education Secretary Rod Paige implemented a landmark law that increased (*) </span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""><span style=""font-family: Arial;""><span style=""font-size: 12.5pt; white-space: pre-wrap;"">the use of standardized tests, and Colin Powell held up a model vial of anthrax during a speech to the United Nations. Later on, John Yoo</span></span></span><span style=""font-family: Arial; font-size: 16.6667px; white-space: pre-wrap;""> and</span><span style=""font-size: 12.499999999999998pt; font-family: Arial; color: #000000; background-color: transparent; font-weight: 400; font-style: normal; font-variant: normal; text-decoration: none; vertical-align: baseline; white-space: pre-wrap;""><span style=""font-family: Arial;""><span style=""font-size: 12.5pt; white-space: pre-wrap;""> </span></span></span><span style=""font-family: Arial; font-size: 16.6667px; white-space: pre-wrap;"">Jay Bybee drafted a</span><span style=""font-family: Arial; font-size: 16.6667px; white-space: pre-wrap;""> set of legal memorandas known as the ""Torture Memos"". </span><span style=""font-family: Arial; font-size: 12.5pt; white-space: pre-wrap;"">Karl Rove served as a political advisor to this administration. For points, name this presidential administration which employed Donald Rumsfeld and Dick Chenny and was succeeded by that of Barack Obama.</span></p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;"">&nbsp;</p>
<p dir=""ltr"" style=""line-height: 1.38; margin-top: 0pt; margin-bottom: 0pt;""><span style=""font-size: 12.5pt; font-family: Arial; font-variant-numeric: normal; font-variant-east-asian: normal; vertical-align: baseline; white-space: pre-wrap;"">ANSWER: The George<strong> W. Bush </strong>Administration [Accept the <strong>Bush Jr.</strong> administration, the <strong>44th</strong> <strong>administration</strong>, or the aministration of the <strong>43rd</strong> president]</span></p>",22,"T",0
